source_relpath,label,dataset,source_format,sensor_type,rows_written,rows_skipped,parse_errors
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_08/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,819,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_08/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,859,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_09/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,924,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_09/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,944,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_09/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_09/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_09/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,889,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_10/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,924,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_10/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_10/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,939,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_10/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_10/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,909,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_11/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,824,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_11/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,859,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_11/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,889,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_11/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,854,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_11/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_12/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,909,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_12/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,839,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_12/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_12/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,839,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_12/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,884,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_13/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,839,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_13/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,854,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_13/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,834,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_13/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,844,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_13/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,904,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_14/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,879,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_14/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_14/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_14/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,889,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_14/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,839,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_14/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,874,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_15/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,879,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_15/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,844,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_15/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_15/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_15/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,834,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_15/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_16/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,839,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_16/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,839,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_16/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_16/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,834,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_16/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_16/fall/fall6.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,914,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_17/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_17/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_17/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,844,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_17/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,854,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_17/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,834,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_18/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,819,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_18/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_18/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,909,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_18/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,834,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_18/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,804,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_19/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,849,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_19/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,879,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_19/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,864,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_19/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,824,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_19/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_20/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_20/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,849,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_20/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,899,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_20/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,869,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_20/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,829,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_21/fall/fall1.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,839,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_21/fall/fall2.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,844,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_21/fall/fall3.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,819,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_21/fall/fall4.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,884,0,0
FALL/HR_IMU_falldetection_dataset-master(csv)/subject_21/fall/fall5.csv,FALL,HR_IMU_falldetection_dataset-master(csv),hr_imu_csv,imu_fusion,859,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_acc_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,863,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_acc_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,887,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_acc_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,728,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_gyro_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_gyro_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_gyro_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_ori_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1963,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_ori_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1970,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_ori_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1967,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_acc_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,812,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_acc_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,797,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_acc_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,866,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_gyro_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_gyro_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_gyro_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_ori_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1975,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_ori_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1960,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_ori_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1970,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_acc_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,812,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_acc_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,831,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_acc_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,773,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_gyro_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_gyro_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_gyro_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_ori_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1933,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_ori_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1967,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_ori_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1958,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_acc_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,841,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_acc_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,855,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_acc_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,751,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_gyro_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_gyro_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_gyro_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_gyro,1999,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_ori_1_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1943,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_ori_1_2.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1944,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_ori_1_3.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_ori,1960,0,0
FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub10/FALLS/BSC/BSC_acc_10_1.txt,FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,mobi_txt,mobi_acc,890,0,0
