label,dataset,relpath,ext,delimiter,has_header,rows_used,data_rows,cols_mode,cols_min,cols_max,cols_stable,time_format,time_monotonic,median_dt_sec,schema_key
FALL,wrist_data,FALL/wrist_data/FALL/up_fall_wrist_fall.csv,.csv,",",1,2281,2280,12,12,12,1,ts_col0_s,0,1.000000,".csv|,|h1|c12|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/SDL/SDL_ori_6_1.txt,.txt,",",0,1973,1973,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/SDL/SDL_gyro_6_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/SDL/SDL_gyro_6_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/SDL/SDL_acc_6_2.txt,.txt,",",0,810,810,4,4,4,1,ts_col0_ns,1,0.010712,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_ori_6_1.txt,.txt,",",0,1972,1972,4,4,4,1,ts_col0_us,1,4.992000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_gyro_6_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.991000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_acc_6_1.txt,.txt,",",0,865,865,4,4,4,1,ts_col0_ns,1,0.010677,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_ori_6_2.txt,.txt,",",0,1971,1971,4,4,4,1,ts_col0_us,1,4.994000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_acc_6_3.txt,.txt,",",0,836,836,4,4,4,1,ts_col0_ns,1,0.010328,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_acc_6_2.txt,.txt,",",0,823,823,4,4,4,1,ts_col0_ns,1,0.010301,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_gyro_6_3.txt,.txt,",",0,1997,1997,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_gyro_6_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.993000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/FOL/FOL_ori_6_3.txt,.txt,",",0,1955,1955,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_acc_6_1.txt,.txt,",",0,842,842,4,4,4,1,ts_col0_ns,1,0.010297,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_ori_6_1.txt,.txt,",",0,1978,1978,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_gyro_6_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.994000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_gyro_6_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_acc_6_3.txt,.txt,",",0,889,889,4,4,4,1,ts_col0_ns,1,0.010204,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_acc_6_2.txt,.txt,",",0,847,847,4,4,4,1,ts_col0_ns,1,0.010259,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_ori_6_2.txt,.txt,",",0,1971,1971,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_gyro_6_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub6/FALLS/BSC/BSC_ori_6_3.txt,.txt,",",0,1972,1972,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_acc_1_2.txt,.txt,",",0,797,797,4,4,4,1,ts_col0_ns,1,0.010696,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_ori_1_2.txt,.txt,",",0,1960,1960,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_ori_1_1.txt,.txt,",",0,1975,1975,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_acc_1_1.txt,.txt,",",0,812,812,4,4,4,1,ts_col0_ns,1,0.010498,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_ori_1_3.txt,.txt,",",0,1970,1970,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_gyro_1_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_gyro_1_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_acc_1_3.txt,.txt,",",0,866,866,4,4,4,1,ts_col0_ns,1,0.010493,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FKL/FKL_gyro_1_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_ori_1_2.txt,.txt,",",0,1944,1944,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_acc_1_3.txt,.txt,",",0,751,751,4,4,4,1,ts_col0_ns,1,0.010571,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_ori_1_1.txt,.txt,",",0,1943,1943,4,4,4,1,ts_col0_us,1,5.001000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_ori_1_3.txt,.txt,",",0,1960,1960,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_acc_1_1.txt,.txt,",",0,841,841,4,4,4,1,ts_col0_ns,1,0.011642,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_gyro_1_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_gyro_1_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_acc_1_2.txt,.txt,",",0,855,855,4,4,4,1,ts_col0_ns,1,0.011546,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/SDL/SDL_gyro_1_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_gyro_1_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_acc_1_2.txt,.txt,",",0,831,831,4,4,4,1,ts_col0_ns,1,0.010590,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_ori_1_2.txt,.txt,",",0,1967,1967,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_ori_1_1.txt,.txt,",",0,1933,1933,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_acc_1_1.txt,.txt,",",0,812,812,4,4,4,1,ts_col0_ns,1,0.010447,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_gyro_1_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_gyro_1_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_acc_1_3.txt,.txt,",",0,773,773,4,4,4,1,ts_col0_ns,1,0.011107,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/FOL/FOL_ori_1_3.txt,.txt,",",0,1958,1958,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_ori_1_2.txt,.txt,",",0,1970,1970,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_acc_1_1.txt,.txt,",",0,863,863,4,4,4,1,ts_col0_ns,1,0.011090,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_ori_1_3.txt,.txt,",",0,1967,1967,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_acc_1_3.txt,.txt,",",0,728,728,4,4,4,1,ts_col0_ns,1,0.012215,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_gyro_1_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.994000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_gyro_1_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_gyro_1_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_acc_1_2.txt,.txt,",",0,887,887,4,4,4,1,ts_col0_ns,1,0.010736,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub1/FALLS/BSC/BSC_ori_1_1.txt,.txt,",",0,1963,1963,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_gyro_14_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_ori_14_1.txt,.txt,",",0,1968,1968,4,4,4,1,ts_col0_us,1,5.000000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_gyro_14_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_acc_14_2.txt,.txt,",",0,862,862,4,4,4,1,ts_col0_ns,1,0.010644,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_gyro_14_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_ori_14_3.txt,.txt,",",0,1973,1973,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_acc_14_3.txt,.txt,",",0,865,865,4,4,4,1,ts_col0_ns,1,0.010721,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_ori_14_2.txt,.txt,",",0,1952,1952,4,4,4,1,ts_col0_us,1,5.000000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/FKL/FKL_acc_14_1.txt,.txt,",",0,851,851,4,4,4,1,ts_col0_ns,1,0.011915,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/SDL/SDL_acc_14_3.txt,.txt,",",0,814,814,4,4,4,1,ts_col0_ns,1,0.010607,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/SDL/SDL_ori_14_3.txt,.txt,",",0,1980,1980,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/SDL/SDL_acc_14_1.txt,.txt,",",0,746,746,4,4,4,1,ts_col0_ns,1,0.011128,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/SDL/SDL_gyro_14_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/SDL/SDL_ori_14_2.txt,.txt,",",0,1973,1973,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub14/FALLS/SDL/SDL_ori_14_1.txt,.txt,",",0,1970,1970,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
