heart,z,y,x,w,droll,dpitch,dyaw,ax,ay,az,time_1,time_2,time_3,time_4,time_5,time_6
1023,0.8426,-0.2741,-0.4615,0.0426,62.2,-26.5,-84.6,0.107,-0.193,0.06,2018,4,24,22,39,22.204
1023,0.8438,-0.2576,-0.4693,0.0362,70.1,-30.3,-98.4,0.022,-0.182,0.006,2018,4,24,22,39,22.21
1023,0.8447,-0.2386,-0.4781,0.0288,76.2,-34.3,-108,-0.038,-0.087,-0.062,2018,4,24,22,39,22.223
1023,0.8448,-0.2188,-0.4877,0.0206,73.2,-36.7,-113.1,-0.112,-0.009,-0.126,2018,4,24,22,39,22.258
1023,0.8441,-0.1992,-0.4975,0.0114,65.1,-38.1,-113.3,-0.187,0.059,-0.145,2018,4,24,22,39,22.281
1023,0.8425,-0.1806,-0.5073,0.0016,58.4,-37.5,-107.7,-0.217,0.106,-0.18,2018,4,24,22,39,22.286
1023,0.8406,-0.1628,-0.5164,-0.0075,55.6,-34.7,-97.3,-0.262,0.163,-0.212,2018,4,24,22,39,22.323
1023,0.8389,-0.1468,-0.5238,-0.0148,52.6,-31.3,-81.6,-0.294,0.246,-0.26,2018,4,24,22,39,22.346
1023,0.8373,-0.1332,-0.5298,-0.0199,44.4,-24.2,-60.3,-0.303,0.346,-0.333,2018,4,24,22,39,22.351
1023,0.8362,-0.1236,-0.5337,-0.023,27.3,-13.2,-34.1,-0.276,0.432,-0.364,2018,4,24,22,39,22.37
1023,0.8357,-0.12,-0.5352,-0.0244,-1.6,-1.8,-4.4,-0.251,0.502,-0.406,2018,4,24,22,39,22.387
0,0.8358,-0.1236,-0.5342,-0.0244,-29.5,10.6,26.2,-0.225,0.514,-0.382,2018,4,24,22,39,22.411
0,0.8367,-0.1332,-0.5307,-0.0223,-46.7,22.1,55.6,-0.211,0.481,-0.325,2018,4,24,22,39,22.446
0,0.8382,-0.1471,-0.5248,-0.0177,-56.9,31.7,79.7,-0.169,0.406,-0.251,2018,4,24,22,39,22.469
0,0.84,-0.1639,-0.5169,-0.0111,-62,39.8,96.2,-0.11,0.263,-0.174,2018,4,24,22,39,22.473
0,0.8419,-0.1823,-0.5078,-0.0035,-68.9,42.5,103.4,-0.081,0.114,-0.087,2018,4,24,22,39,22.493
0,0.8433,-0.2017,-0.4981,0.0038,-73.2,41.2,102.8,-0.017,-0.013,0.026,2018,4,24,22,39,22.507
0,0.8439,-0.2216,-0.4882,0.0111,-71,37.2,94.8,0.044,-0.162,0.081,2018,4,24,22,39,22.525
0,0.8442,-0.239,-0.4792,0.0176,-55.3,34.2,81.3,0.1,-0.246,0.139,2018,4,24,22,39,22.548
0,0.8448,-0.2518,-0.4714,0.0233,-34.5,31.7,65.7,0.105,-0.284,0.192,2018,4,24,22,39,22.567
0,0.8458,-0.2602,-0.4646,0.0286,-16.5,25.8,52.1,0.053,-0.224,0.203,2018,4,24,22,39,22.59
0,0.847,-0.2663,-0.4587,0.0336,-13.8,19.5,41.1,0.136,-0.148,0.2,2018,4,24,22,39,22.626
0,0.848,-0.2708,-0.4539,0.0371,-10.9,15,30.1,0.194,-0.138,0.235,2018,4,24,22,39,22.649
0,0.8488,-0.2737,-0.4504,0.0395,-5.6,10.1,18.9,0.194,-0.136,0.21,2018,4,24,22,39,22.654
0,0.8495,-0.2749,-0.4482,0.0409,1.2,4.6,7.8,0.157,-0.107,0.165,2018,4,24,22,39,22.67
0,0.85,-0.2742,-0.4476,0.0415,6.4,-1.2,-1.5,0.104,-0.051,0.088,2018,4,24,22,39,22.688
0,0.8501,-0.2727,-0.4485,0.0412,3.5,-6.1,-8.5,0.063,0.011,0.009,2018,4,24,22,39,22.71
0,0.8495,-0.2713,-0.4506,0.0398,0.7,-9.3,-12.3,0.018,0.045,-0.04,2018,4,24,22,39,22.725
0,0.8487,-0.2696,-0.4531,0.0383,4.7,-9.9,-12.8,-0.014,0.074,-0.064,2018,4,24,22,39,22.749
0,0.8481,-0.2672,-0.4558,0.0371,8.1,-10.1,-11.2,-0.022,0.109,-0.084,2018,4,24,22,39,22.767
0,0.8475,-0.2647,-0.4585,0.0361,4.1,-10.2,-8.4,-0.038,0.141,-0.097,2018,4,24,22,39,22.789
0,0.8465,-0.2637,-0.461,0.0351,-3.7,-9.5,-4.1,-0.037,0.137,-0.104,2018,4,24,22,39,22.807
0,0.8454,-0.2638,-0.4631,0.0342,-6.4,-6.8,0.7,-0.027,0.106,-0.073,2018,4,24,22,39,22.83
0,0.8446,-0.2643,-0.4643,0.034,-3.7,-4.2,4.7,-0.012,0.095,-0.047,2018,4,24,22,39,22.848
0,0.844,-0.2648,-0.4649,0.0344,-4.4,-2.2,7.7,0,0.09,-0.041,2018,4,24,22,39,22.869
1023,0.8435,-0.2659,-0.4653,0.0348,-8.7,-0.9,9.9,0.014,0.067,-0.015,2018,4,24,22,39,22.907
1023,0.843,-0.2678,-0.465,0.0353,-9,0.4,10.6,0.026,0.012,0.026,2018,4,24,22,39,22.93
1023,0.8427,-0.2695,-0.4644,0.0361,-5,0.2,8.9,0.046,-0.022,0.041,2018,4,24,22,39,22.935
1023,0.8426,-0.2704,-0.464,0.0369,-1,-0.3,5.4,0.077,-0.052,0.059,2018,4,24,22,39,22.951
1023,0.8428,-0.2704,-0.4637,0.0376,4,-0.7,0.6,0.094,-0.082,0.11,2018,4,24,22,39,22.967
1023,0.8435,-0.2687,-0.4633,0.0381,15.5,-0.9,-6.7,0.116,-0.152,0.188,2018,4,24,22,39,22.99
1023,0.8449,-0.2643,-0.4633,0.0387,31.8,-4.2,-17.7,0.161,-0.198,0.209,2018,4,24,22,39,23.009
1023,0.8465,-0.2568,-0.4645,0.0389,43.4,-9.3,-30.9,0.193,-0.223,0.215,2018,4,24,22,39,23.032
1023,0.8482,-0.2466,-0.4671,0.0379,54.2,-16.7,-48.1,0.177,-0.278,0.295,2018,4,24,22,39,23.05
1023,0.8494,-0.2325,-0.4724,0.0353,68.1,-27.6,-67.8,0.147,-0.318,0.256,2018,4,24,22,39,23.073
1023,0.8499,-0.215,-0.48,0.031,76,-38.9,-87.8,0.1,-0.274,0.148,2018,4,24,22,39,23.091
1023,0.8493,-0.1954,-0.4896,0.0245,72.8,-48.2,-104.8,0.027,-0.212,0.024,2018,4,24,22,39,23.114
1023,0.8475,-0.1755,-0.5006,0.0156,62.9,-52.8,-116.6,-0.05,-0.126,-0.07,2018,4,24,22,39,23.132
1023,0.8447,-0.156,-0.5117,0.0045,57.1,-52.2,-123.3,-0.113,-0.058,-0.159,2018,4,24,22,39,23.155
0,0.8417,-0.1364,-0.5223,-0.0072,58.4,-47.5,-123.3,-0.15,0.048,-0.252,2018,4,24,22,39,23.174
0,0.8387,-0.1169,-0.5314,-0.0186,56.6,-38.2,-117.4,-0.164,0.182,-0.318,2018,4,24,22,39,23.194
0,0.8361,-0.099,-0.5386,-0.0294,45.7,-29.2,-105.3,-0.187,0.303,-0.346,2018,4,24,22,39,23.233
0,0.8339,-0.0846,-0.5438,-0.0395,29.7,-18.1,-86.1,-0.198,0.368,-0.362,2018,4,24,22,39,23.233
0,0.8326,-0.0744,-0.5467,-0.0479,16.2,-5.3,-61.4,-0.227,0.428,-0.362,2018,4,24,22,39,23.255
0,0.8324,-0.0687,-0.5472,-0.0537,2.5,6.8,-31.4,-0.27,0.507,-0.352,2018,4,24,22,39,23.273
0,0.8334,-0.0682,-0.5454,-0.0565,-16.1,17.6,2.5,-0.308,0.555,-0.332,2018,4,24,22,39,23.291
0,0.8354,-0.074,-0.5416,-0.0564,-37.7,26.4,36.7,-0.298,0.519,-0.313,2018,4,24,22,39,23.315
0,0.8381,-0.0859,-0.5359,-0.0535,-58.2,33.9,69.7,-0.274,0.503,-0.3,2018,4,24,22,39,23.332
0,0.8411,-0.1039,-0.5284,-0.0482,-84,40.2,98.8,-0.289,0.461,-0.318,2018,4,24,22,39,23.355
0,0.844,-0.1286,-0.519,-0.0417,-114.2,46.5,123.8,-0.308,0.363,-0.289,2018,4,24,22,39,23.374
0,0.8462,-0.1585,-0.5074,-0.0343,-129.3,52.1,141.7,-0.252,0.198,-0.278,2018,4,24,22,39,23.413
0,0.8479,-0.1904,-0.4939,-0.0257,-130.6,60.1,150.8,-0.183,0.067,-0.254,2018,4,24,22,39,23.436
0,0.8494,-0.2219,-0.4784,-0.0164,-122,68.6,151,-0.172,-0.123,-0.097,2018,4,24,22,39,23.44
0,0.8509,-0.2503,-0.4616,-0.0064,-95,69.8,143,-0.056,-0.307,0.013,2018,4,24,22,39,23.456
0,0.8526,-0.2732,-0.4452,0.004,-72.1,67.5,127,0.049,-0.37,0.059,2018,4,24,22,39,23.472
0,0.8542,-0.292,-0.4298,0.013,-62.8,63.2,105.8,0.068,-0.426,0.204,2018,4,24,22,39,23.495
0,0.8551,-0.308,-0.4164,0.0196,-54.1,52,82.9,0.072,-0.477,0.311,2018,4,24,22,39,23.514
0,0.8556,-0.3199,-0.4061,0.0244,-35.6,36.3,58.7,0.13,-0.425,0.321,2018,4,24,22,39,23.532
0,0.8559,-0.3274,-0.399,0.0282,-19.3,21,36.6,0.171,-0.333,0.273,2018,4,24,22,39,23.555
0,0.8562,-0.3317,-0.3946,0.0307,-12.9,8.4,18.2,0.157,-0.231,0.264,2018,4,24,22,39,23.592
0,0.8561,-0.3339,-0.3929,0.0315,-10,-1.7,4.9,0.138,-0.147,0.233,2018,4,24,22,39,23.615
0,0.8558,-0.3343,-0.3934,0.0313,-2.1,-9,-5,0.112,-0.089,0.178,2018,4,24,22,39,23.619
0,0.8555,-0.3328,-0.3953,0.0308,5.7,-14.6,-11,0.075,-0.011,0.095,2018,4,24,22,39,23.637
0,0.8549,-0.3304,-0.3986,0.03,4.8,-17.8,-13.8,0.041,0.052,0.014,2018,4,24,22,39,23.653
0,0.8539,-0.3284,-0.4025,0.0287,0.1,-17.7,-13.9,0.005,0.088,-0.031,2018,4,24,22,39,23.691
0,0.8527,-0.3271,-0.4062,0.0273,-0.6,-16.3,-12.5,-0.01,0.092,-0.049,2018,4,24,22,39,23.714
0,0.8512,-0.3253,-0.4105,0.0311,4.8,-14.2,-10.2,-0.011,0.08,-0.073,2018,4,24,22,39,23.719
0,0.8501,-0.3228,-0.4144,0.0362,9.8,-11.6,-7.6,-0.009,0.067,-0.046,2018,4,24,22,39,23.734
1023,0.8495,-0.3198,-0.4173,0.0417,13.6,-10.3,-6.8,-0.003,-0.023,0.062,2018,4,24,22,39,23.772
1023,0.8495,-0.3158,-0.4197,0.0479,23.9,-15.4,-12.2,0.034,-0.138,0.18,2018,4,24,22,39,23.795
1023,0.8493,-0.3097,-0.424,0.0536,35.1,-25.2,-25.1,0.098,-0.256,0.306,2018,4,24,22,39,23.799
1023,0.8488,-0.3002,-0.431,0.0585,45.7,-37.8,-44.3,0.152,-0.39,0.322,2018,4,24,22,39,23.816
1023,0.8481,-0.2876,-0.4406,0.0617,57.4,-50.1,-67.7,0.136,-0.475,0.27,2018,4,24,22,39,23.839
1023,0.8471,-0.2708,-0.4527,0.0633,70.3,-61.3,-90.7,0.111,-0.409,0.174,2018,4,24,22,39,23.857
1023,0.8458,-0.2506,-0.4665,0.0633,77.1,-67.6,-110.9,0.067,-0.319,0.052,2018,4,24,22,39,23.88
1023,0.8443,-0.2278,-0.4809,0.0619,81.7,-68.4,-125.3,0.009,-0.213,-0.081,2018,4,24,22,39,23.898
1023,0.8428,-0.2032,-0.4946,0.0596,85.3,-65,-132.9,-0.052,-0.063,-0.169,2018,4,24,22,39,23.919
1023,0.8415,-0.1775,-0.5069,0.0573,84.9,-60.1,-132.2,-0.109,0.093,-0.246,2018,4,24,22,39,23.938
1023,0.8401,-0.1527,-0.5175,0.0554,78.1,-52.5,-123,-0.147,0.24,-0.317,2018,4,24,22,39,23.957
1023,0.8389,-0.1304,-0.5255,0.0543,65.1,-41.7,-106.6,-0.159,0.36,-0.348,2018,4,24,22,39,23.994
1023,0.8381,-0.1119,-0.5309,0.0545,49.7,-28,-84.2,-0.173,0.444,-0.345,2018,4,24,22,39,24.017
1023,0.838,-0.0978,-0.5337,0.0566,33.5,-14.5,-58.6,-0.196,0.495,-0.323,2018,4,24,22,39,24.022
0,0.8385,-0.0886,-0.5341,0.0609,18.5,-2.4,-30.5,-0.202,0.516,-0.307,2018,4,24,22,39,24.038
0,0.8395,-0.0843,-0.5323,0.0679,2.1,8.4,-2.5,-0.193,0.502,-0.321,2018,4,24,22,39,24.061
0,0.8408,-0.0855,-0.5289,0.0768,-15.8,17.3,23.3,-0.218,0.464,-0.268,2018,4,24,22,39,24.08
0,0.842,-0.0915,-0.5242,0.0877,-29.3,21.9,47.4,-0.248,0.378,-0.192,2018,4,24,22,39,24.097
0,0.8426,-0.1011,-0.5192,0.1007,-38.2,22.8,66.5,-0.228,0.297,-0.162,2018,4,24,22,39,24.119
0,0.8423,-0.1138,-0.5141,0.115,-48.4,21.5,81.4,-0.191,0.256,-0.184,2018,4,24,22,39,24.157
0,0.8408,-0.1298,-0.5092,0.1297,-68.1,20.7,93,-0.167,0.243,-0.249,2018,4,24,22,39,24.18
0,0.8378,-0.151,-0.5046,0.1431,-98.9,23.2,104.7,-0.133,0.26,-0.321,2018,4,24,22,39,24.185
0,0.8333,-0.1777,-0.4997,0.1553,-125.6,30.1,117,-0.093,0.284,-0.313,2018,4,24,22,39,24.201
