heart,z,y,x,w,droll,dpitch,dyaw,ax,ay,az,time_1,time_2,time_3,time_4,time_5,time_6
1023,-0.2878,0.4344,0.3163,-0.7926,43.2,-7.9,-5.8,-0.038,-0.05,0.082,2018,4,24,22,50,2.209
1023,-0.2917,0.4305,0.3112,-0.7953,42.3,-8.2,-9.5,-0.043,-0.063,0.069,2018,4,24,22,50,2.228
1023,-0.2963,0.4262,0.3062,-0.7979,48.5,-8.8,-13.5,-0.05,-0.109,0.087,2018,4,24,22,50,2.247
1023,-0.3024,0.4208,0.3002,-0.8008,63.1,-11,-20.2,-0.083,-0.163,0.128,2018,4,24,22,50,2.269
0,-0.3104,0.4136,0.2928,-0.8041,76.5,-15.9,-29.1,-0.107,-0.167,0.136,2018,4,24,22,50,2.286
0,-0.3198,0.4048,0.285,-0.8077,79.9,-21.5,-37,-0.092,-0.119,0.129,2018,4,24,22,50,2.305
0,-0.3297,0.3948,0.2782,-0.8111,68.7,-27.3,-44.5,-0.093,-0.078,0.152,2018,4,24,22,50,2.327
0,-0.3392,0.3843,0.2741,-0.8136,55.1,-34,-51.2,-0.101,-0.09,0.176,2018,4,24,22,50,2.345
0,-0.3483,0.373,0.2727,-0.8155,39.6,-43,-59.4,-0.109,-0.089,0.204,2018,4,24,22,50,2.369
0,-0.357,0.3609,0.2746,-0.8165,23.6,-51.8,-66.1,-0.087,-0.087,0.185,2018,4,24,22,50,2.387
0,-0.3653,0.3484,0.2798,-0.8165,10.6,-57.3,-72.6,-0.053,-0.101,0.153,2018,4,24,22,50,2.409
0,-0.3735,0.3355,0.2874,-0.8155,0,-61.2,-79.4,-0.061,-0.186,0.144,2018,4,24,22,50,2.429
0,-0.3823,0.3223,0.2965,-0.8136,1.9,-66,-88.4,-0.087,-0.242,0.167,2018,4,24,22,50,2.449
0,-0.3922,0.3072,0.3056,-0.8113,11.7,-72.1,-97.5,-0.071,-0.213,0.125,2018,4,24,22,50,2.487
0,-0.4035,0.2904,0.3141,-0.8087,18.5,-74,-106.8,-0.056,-0.186,0.067,2018,4,24,22,50,2.487
0,-0.4158,0.273,0.3229,-0.8051,12.5,-74.8,-116.6,-0.066,-0.14,0.054,2018,4,24,22,50,2.51
0,-0.4283,0.2555,0.3332,-0.8,-0.6,-76.9,-123.5,-0.065,-0.071,0.031,2018,4,24,22,50,2.528
0,-0.4411,0.2382,0.3452,-0.7934,-5.6,-75.8,-130.4,-0.052,-0.127,0.002,2018,4,24,22,50,2.547
0,-0.4547,0.2203,0.3571,-0.7855,2.9,-74.3,-139.1,-0.076,-0.222,-0.028,2018,4,24,22,50,2.571
0,-0.4702,0.2,0.3662,-0.7776,26.2,-73.1,-145.8,-0.071,-0.151,-0.036,2018,4,24,22,50,2.588
0,-0.4861,0.1786,0.3732,-0.7697,33.2,-74.2,-147.9,-0.067,-0.016,-0.068,2018,4,24,22,50,2.612
0,-0.5017,0.1572,0.38,-0.7609,29.3,-70.7,-149.1,-0.074,-0.022,-0.114,2018,4,24,22,50,2.629
0,-0.5178,0.1351,0.3854,-0.7516,41,-66.1,-150.8,-0.111,-0.054,-0.099,2018,4,24,22,50,2.65
0,-0.5342,0.1117,0.3883,-0.7424,55.9,-66.3,-151.8,-0.127,0.014,-0.072,2018,4,24,22,50,2.689
0,-0.5497,0.0879,0.3903,-0.7332,44,-72.4,-146.9,-0.106,0.275,-0.08,2018,4,24,22,50,2.689
0,-0.5632,0.0662,0.396,-0.7221,7.4,-72.6,-138.2,-0.103,0.265,-0.174,2018,4,24,22,50,2.712
0,-0.5752,0.0485,0.4047,-0.7091,-6.4,-65.2,-134.3,-0.103,0.086,-0.216,2018,4,24,22,50,2.728
0,-0.5871,0.032,0.4127,-0.6956,1.3,-59.3,-133.5,-0.118,0.058,-0.173,2018,4,24,22,50,2.764
0,-0.5987,0.0154,0.419,-0.6824,1.2,-55.9,-130.5,-0.105,0.153,-0.152,2018,4,24,22,50,2.787
0,-0.61,-0.0001,0.4256,-0.6682,-12.8,-49.9,-126.9,-0.078,0.16,-0.206,2018,4,24,22,50,2.791
0,-0.6211,-0.013,0.4328,-0.6532,-21.8,-39.5,-122.8,-0.082,0.103,-0.245,2018,4,24,22,50,2.828
0,-0.6323,-0.024,0.4381,-0.6384,-11.4,-27.9,-119.9,-0.094,0.037,-0.226,2018,4,24,22,50,2.848
1023,-0.6432,-0.0351,0.4415,-0.6245,-2.5,-20.6,-116.1,-0.109,0.119,-0.18,2018,4,24,22,50,2.853
1023,-0.6542,-0.0456,0.4434,-0.6109,-11.2,-17.1,-109.4,-0.121,0.242,-0.155,2018,4,24,22,50,2.889
1023,-0.6642,-0.0531,0.4465,-0.597,-28.8,-14.6,-100.4,-0.133,0.185,-0.166,2018,4,24,22,50,2.911
1023,-0.6733,-0.0589,0.4503,-0.5834,-20.3,-9,-93.8,-0.123,0.056,-0.163,2018,4,24,22,50,2.915
1023,-0.6819,-0.066,0.451,-0.5719,-0.1,-6.2,-84.9,-0.139,0.189,-0.101,2018,4,24,22,50,2.949
1023,-0.6891,-0.073,0.4509,-0.5625,-2.5,-9.2,-70.7,-0.164,0.377,-0.055,2018,4,24,22,50,2.949
1023,-0.6943,-0.0774,0.4526,-0.554,-20.5,-13.1,-52.5,-0.17,0.383,-0.114,2018,4,24,22,50,2.971
1023,-0.6977,-0.079,0.456,-0.5466,-25.4,-11.7,-33.4,-0.152,0.326,-0.147,2018,4,24,22,50,2.991
1023,-0.6995,-0.0792,0.4588,-0.542,-15.6,-7.9,-13.9,-0.147,0.317,-0.098,2018,4,24,22,50,3.009
0,-0.6993,-0.0789,0.4606,-0.5407,-6.3,-7.4,7.6,-0.147,0.402,-0.032,2018,4,24,22,50,3.032
0,-0.6967,-0.0775,0.4625,-0.5427,-6.4,-11,32.2,-0.158,0.445,-0.032,2018,4,24,22,50,3.051
0,-0.6915,-0.0738,0.4656,-0.5472,-13.7,-13.6,56.7,-0.148,0.426,-0.102,2018,4,24,22,50,3.074
0,-0.6841,-0.0675,0.4695,-0.5538,-15.7,-11.7,77.3,-0.169,0.28,-0.164,2018,4,24,22,50,3.092
0,-0.6751,-0.0604,0.4726,-0.5632,-1.3,-9.5,92.9,-0.163,0.208,-0.103,2018,4,24,22,50,3.115
0,-0.6643,-0.054,0.4741,-0.5752,13.1,-11.4,104.7,-0.137,0.191,-0.059,2018,4,24,22,50,3.133
0,-0.6518,-0.0482,0.475,-0.5892,17,-16,115.7,-0.124,0.238,-0.075,2018,4,24,22,50,3.152
0,-0.6377,-0.0414,0.4762,-0.6039,8.4,-13.1,125.2,-0.112,0.19,-0.118,2018,4,24,22,50,3.176
0,-0.6231,-0.0328,0.477,-0.6188,13.7,-4.2,131.3,-0.129,0.063,-0.116,2018,4,24,22,50,3.191
0,-0.608,-0.023,0.4761,-0.6348,15.3,1.4,135,-0.159,0.072,-0.104,2018,4,24,22,50,3.215
0,-0.5929,-0.012,0.4749,-0.6501,3.4,5.3,140.3,-0.114,0.143,-0.092,2018,4,24,22,50,3.234
0,-0.5774,0.001,0.4749,-0.664,-17.7,11.8,146.9,-0.079,0.197,-0.098,2018,4,24,22,50,3.252
0,-0.5615,0.0177,0.476,-0.6765,-33.3,21.8,154.1,-0.096,0.143,-0.106,2018,4,24,22,50,3.27
0,-0.5446,0.0373,0.4762,-0.6893,-23.2,31,161.3,-0.121,0.024,-0.085,2018,4,24,22,50,3.294
0,-0.5272,0.0569,0.4735,-0.7032,-7,37.1,165.2,-0.111,0.016,-0.08,2018,4,24,22,50,3.33
0,-0.5094,0.0767,0.4685,-0.7176,-1.2,45.6,169.1,-0.084,0.092,-0.132,2018,4,24,22,50,3.353
0,-0.4917,0.0977,0.462,-0.7315,-3.3,57.3,172.4,-0.092,0.134,-0.116,2018,4,24,22,50,3.359
0,-0.4742,0.1204,0.4531,-0.7451,12.4,69.2,173.8,-0.111,-0.006,-0.058,2018,4,24,22,50,3.376
0,-0.4579,0.141,0.4388,-0.7601,44.8,76.3,172.6,-0.114,-0.143,0.005,2018,4,24,22,50,3.393
0,-0.4415,0.1615,0.4235,-0.7743,18.9,74.1,168.1,-0.104,0.111,-0.023,2018,4,24,22,50,3.411
0,-0.4239,0.1852,0.4135,-0.7841,-32.8,81.3,167.1,-0.112,0.152,-0.102,2018,4,24,22,50,3.434
0,-0.4058,0.2123,0.4082,-0.7896,-54.4,87.9,161,-0.148,-0.013,-0.11,2018,4,24,22,50,3.452
0,-0.3881,0.2393,0.4025,-0.7937,-38.9,89.6,158.1,-0.124,-0.137,-0.023,2018,4,24,22,50,3.474
0,-0.3713,0.2638,0.3934,-0.7985,-14.3,82,153.5,-0.127,-0.238,0.024,2018,4,24,22,50,3.494
0,-0.3554,0.2859,0.3812,-0.8041,16.8,80.2,148.9,-0.098,-0.183,0,2018,4,24,22,50,3.528
0,-0.3424,0.3053,0.3635,-0.8107,59.4,88.6,138.1,-0.098,-0.231,-0.058,2018,4,24,22,50,3.55
0,-0.3341,0.3219,0.3387,-0.8184,113.7,98,125.6,-0.106,-0.282,0,2018,4,24,22,50,3.557
1023,-0.3297,0.3353,0.3078,-0.827,127.6,88.8,113.3,-0.184,-0.124,0.248,2018,4,24,22,50,3.575
1023,-0.3235,0.3471,0.2841,-0.833,42.7,69.7,100.2,-0.19,0.157,0.305,2018,4,24,22,50,3.598
1023,-0.3121,0.3615,0.2771,-0.8336,-61,56.4,86,-0.173,-0.025,0.198,2018,4,24,22,50,3.615
1023,-0.2974,0.3777,0.282,-0.8301,-100.9,48.5,71.7,-0.123,-0.295,0.115,2018,4,24,22,50,3.635
1023,-0.2843,0.3925,0.2891,-0.8255,-75.3,45.6,60.4,-0.061,-0.409,0.098,2018,4,24,22,50,3.654
1023,-0.2753,0.4041,0.2896,-0.8227,-20.2,45.1,53.2,-0.025,-0.404,0.125,2018,4,24,22,50,3.69
1023,-0.2712,0.4126,0.2837,-0.822,24.1,45.3,42.8,-0.035,-0.284,0.159,2018,4,24,22,50,3.713
1023,-0.2713,0.4185,0.274,-0.8222,42.2,45.2,31.3,-0.045,-0.132,0.17,2018,4,24,22,50,3.717
1023,-0.2725,0.4233,0.264,-0.8226,31.8,40.2,22.2,-0.045,-0.016,0.17,2018,4,24,22,50,3.735
1023,-0.2728,0.4283,0.258,-0.8218,5.3,31.2,16.8,-0.06,0.022,0.215,2018,4,24,22,50,3.758
0,-0.2714,0.4329,0.2569,-0.8202,-19.2,19.5,10.1,-0.064,-0.003,0.248,2018,4,24,22,50,3.776
0,-0.2684,0.4367,0.2606,-0.818,-47.6,6.8,3.8,-0.066,0.004,0.275,2018,4,24,22,50,3.799
0,-0.2647,0.4387,0.2677,-0.8159,-44.2,-2.8,-1.1,-0.023,-0.176,0.19,2018,4,24,22,50,3.817
0,-0.2636,0.4382,0.272,-0.8151,-5.8,-4.9,-4.1,0.004,-0.16,0.134,2018,4,24,22,50,3.84
0,-0.2652,0.4361,0.2717,-0.8158,16.7,-4.4,-6.7,0.005,-0.085,0.115,2018,4,24,22,50,3.859
0,-0.2681,0.4335,0.2696,-0.8169,24,-4.2,-10,0,-0.057,0.089,2018,4,24,22,50,3.897
0,-0.2716,0.4307,0.2671,-0.818,24.8,-4.9,-13,0.003,-0.02,0.061,2018,4,24,22,50,3.897
0,-0.2755,0.4277,0.2649,-0.8191,24.9,-5.5,-15.7,0.009,-0.046,0.06,2018,4,24,22,50,3.919
0,-0.2801,0.4243,0.2625,-0.82,34,-5.5,-19.6,-0.009,-0.084,0.073,2018,4,24,22,50,3.938
0,-0.2862,0.4199,0.2589,-0.8213,44.3,-8.2,-24.7,-0.046,-0.113,0.127,2018,4,24,22,50,3.955
0,-0.2936,0.4142,0.2545,-0.823,54.2,-12.4,-32.2,-0.072,-0.185,0.165,2018,4,24,22,50,3.978
0,-0.3031,0.4065,0.2494,-0.8249,68.5,-18.4,-44.4,-0.106,-0.24,0.24,2018,4,24,22,50,3.996
0,-0.3153,0.3962,0.2432,-0.8272,86.3,-28.1,-58,-0.162,-0.286,0.291,2018,4,24,22,50,4.018
0,-0.3297,0.3829,0.2357,-0.83,102.4,-40.1,-67.9,-0.153,-0.229,0.278,2018,4,24,22,50,4.037
0,-0.3452,0.3667,0.2277,-0.8333,104.6,-52.6,-76.4,-0.16,-0.157,0.238,2018,4,24,22,50,4.059
0,-0.3609,0.3488,0.2216,-0.8359,92.9,-63.5,-86.2,-0.164,-0.176,0.233,2018,4,24,22,50,4.079
0,-0.3768,0.3296,0.2182,-0.8376,85.4,-74.7,-95.8,-0.184,-0.181,0.258,2018,4,24,22,50,4.103
0,-0.3929,0.3086,0.217,-0.8385,73.1,-89.5,-107.2,-0.219,-0.091,0.272,2018,4,24,22,50,4.116
0,-0.4085,0.2864,0.2209,-0.8379,42.7,-99,-113.3,-0.121,0.022,0.206,2018,4,24,22,50,4.135
0,-0.4227,0.2652,0.2296,-0.8355,15.6,-102.8,-120,-0.115,-0.104,0.131,2018,4,24,22,50,4.158
0,-0.437,0.2446,0.2406,-0.8314,20.4,-105.2,-127.6,-0.136,-0.162,0.095,2018,4,24,22,50,4.176
0,-0.4518,0.2222,0.2504,-0.8268,25.6,-112.1,-131.6,-0.147,-0.07,0.128,2018,4,24,22,50,4.198
0,-0.4661,0.1983,0.2625,-0.8212,-0.9,-121.7,-131.6,-0.126,0.142,0.128,2018,4,24,22,50,4.235
0,-0.4784,0.1762,0.2801,-0.8133,-37.6,-124.8,-133,-0.124,0.061,0.033,2018,4,24,22,50,4.258
0,-0.4896,0.1557,0.3006,-0.8035,-45.1,-126.7,-135.8,-0.115,-0.05,-0.005,2018,4,24,22,50,4.262
0,-0.5011,0.1337,0.3208,-0.7925,-32.5,-130.6,-142,-0.168,-0.128,0.007,2018,4,24,22,50,4.278
0,-0.5128,0.1094,0.3391,-0.781,-19.8,-134.3,-148.6,-0.231,-0.158,-0.024,2018,4,24,22,50,4.302
0,-0.525,0.0834,0.3571,-0.7679,-27.4,-139.3,-160.6,-0.237,-0.081,-0.08,2018,4,24,22,50,4.317
1023,-0.5377,0.0579,0.3775,-0.7515,-56.3,-139.3,-173,-0.211,-0.068,-0.175,2018,4,24,22,50,4.335
1023,-0.5513,0.035,0.4012,-0.7306,-84.3,-130.9,-186.4,-0.19,-0.004,-0.276,2018,4,24,22,50,4.358
1023,-0.5661,0.0149,0.426,-0.7054,-102.9,-115.9,-196,-0.18,0.084,-0.354,2018,4,24,22,50,4.396
1023,-0.5816,-0.0022,0.4496,-0.6778,-106.2,-96.7,-194.1,-0.168,0.254,-0.385,2018,4,24,22,50,4.418
1023,-0.5969,-0.0166,0.4702,-0.6498,-101.5,-75.7,-183.6,-0.166,0.404,-0.384,2018,4,24,22,50,4.423
1023,-0.6114,-0.0281,0.4869,-0.623,-88.5,-52.4,-164.1,-0.171,0.445,-0.347,2018,4,24,22,50,4.44
1023,-0.6244,-0.0379,0.4983,-0.6002,-55.3,-33.4,-139.9,-0.22,0.383,-0.28,2018,4,24,22,50,4.459
1023,-0.6354,-0.0479,0.5037,-0.5831,-15.4,-19.6,-112.5,-0.222,0.438,-0.23,2018,4,24,22,50,4.479
1023,-0.644,-0.0578,0.504,-0.5724,14,-6.5,-82.4,-0.209,0.457,-0.21,2018,4,24,22,50,4.518
0,-0.6503,-0.0666,0.5014,-0.5666,27.7,0.3,-55.5,-0.175,0.433,-0.216,2018,4,24,22,50,4.54
0,-0.6545,-0.0732,0.4979,-0.5641,24.3,4.9,-33,-0.131,0.372,-0.197,2018,4,24,22,50,4.545
0,-0.6572,-0.0767,0.4949,-0.5631,12.7,8.3,-15.7,-0.106,0.327,-0.111,2018,4,24,22,50,4.562
0,-0.6586,-0.0768,0.4937,-0.5625,-9.3,6.8,-0.6,-0.089,0.318,-0.014,2018,4,24,22,50,4.584
0,-0.6588,-0.0737,0.4949,-0.5616,-22.1,3.9,10.8,-0.084,0.135,-0.018,2018,4,24,22,50,4.6
0,-0.658,-0.0704,0.496,-0.562,-7.2,3.4,17.2,-0.044,0.006,-0.025,2018,4,24,22,50,4.618
0,-0.6564,-0.0686,0.4954,-0.5647,13.4,2.9,19.4,-0.028,0.007,0.027,2018,4,24,22,50,4.641
0,-0.6545,-0.0686,0.4936,-0.5684,10.8,-0.7,21.3,-0.025,0.113,0.064,2018,4,24,22,50,4.659
0,-0.6524,-0.0673,0.4937,-0.571,-6.2,-4.2,21.5,-0.007,0.038,0.036,2018,4,24,22,50,4.682
0,-0.6499,-0.065,0.4951,-0.5728,-4.5,-5,19.7,0.016,-0.081,0.014,2018,4,24,22,50,4.7
0,-0.6474,-0.0638,0.4958,-0.5751,8.8,-4.5,16.3,0.021,-0.06,0.008,2018,4,24,22,50,4.723
0,-0.6454,-0.0642,0.4954,-0.5777,9.2,-5.3,15,0.015,0.062,0.005,2018,4,24,22,50,4.757
0,-0.6436,-0.0644,0.4957,-0.5794,-3.4,-5.6,16.3,0.005,0.085,-0.008,2018,4,24,22,50,4.779
0,-0.6417,-0.063,0.4972,-0.5804,-8.8,-4.2,17.8,0.002,0.029,-0.016,2018,4,24,22,50,4.784
0,-0.6396,-0.0613,0.4983,-0.582,-0.9,-2.7,19.7,-0.006,0.028,-0.016,2018,4,24,22,50,4.8
0,-0.6373,-0.0604,0.4983,-0.5845,7.8,-1.7,22.8,-0.026,0.088,-0.023,2018,4,24,22,50,4.823
0,-0.6347,-0.0598,0.4977,-0.5879,6.8,-1.6,29.4,-0.044,0.201,-0.056,2018,4,24,22,50,4.842
0,-0.631,-0.0571,0.498,-0.5919,-4.2,-0.5,39.7,-0.063,0.259,-0.082,2018,4,24,22,50,4.878
0,-0.6264,-0.0522,0.4993,-0.5962,-10.7,1.3,51.4,-0.086,0.242,-0.099,2018,4,24,22,50,4.901
0,-0.6206,-0.0459,0.5004,-0.6018,-4.3,3.7,64.9,-0.114,0.245,-0.106,2018,4,24,22,50,4.906
0,-0.6133,-0.0393,0.5,-0.61,11.8,6.2,80.7,-0.141,0.276,-0.142,2018,4,24,22,50,4.921
0,-0.6042,-0.0326,0.4978,-0.6212,20.6,9.2,99.3,-0.144,0.411,-0.166,2018,4,24,22,50,4.944
0,-0.5929,-0.0232,0.4954,-0.6342,4.5,14.3,121.5,-0.147,0.543,-0.181,2018,4,24,22,50,4.964
0,-0.5795,-0.0087,0.4952,-0.647,-23.1,19,143.8,-0.185,0.506,-0.198,2018,4,24,22,50,4.987
0,-0.5639,0.0104,0.497,-0.6594,-41.3,24,164.4,-0.215,0.379,-0.233,2018,4,24,22,50,5.003
0,-0.5459,0.033,0.5001,-0.6713,-54.9,29.5,177.4,-0.202,0.263,-0.278,2018,4,24,22,50,5.021
0,-0.5268,0.0585,0.5021,-0.6833,-52.5,40.7,189.6,-0.162,0.252,-0.258,2018,4,24,22,50,5.06
0,-0.5065,0.0857,0.501,-0.6964,-36.7,53.1,202.2,-0.199,0.22,-0.22,2018,4,24,22,50,5.06
1023,-0.4855,0.1137,0.4962,-0.7106,-27.6,63.6,212.3,-0.163,0.199,-0.223,2018,4,24,22,50,5.083
1023,-0.4636,0.1434,0.4891,-0.7246,-29.5,76.1,222.1,-0.167,0.276,-0.257,2018,4,24,22,50,5.121
1023,-0.4411,0.1761,0.4799,-0.7375,-27.8,96.2,230.5,-0.161,0.074,-0.278,2018,4,24,22,50,5.142
1023,-0.4196,0.2097,0.4646,-0.7509,21.4,116.1,233.5,-0.205,-0.261,-0.155,2018,4,24,22,50,5.144
1023,-0.4009,0.2404,0.4402,-0.7665,71.9,125.3,224.1,-0.238,-0.314,-0.042,2018,4,24,22,50,5.181
1023,-0.385,0.2681,0.4107,-0.7817,87.5,130.5,206.9,-0.235,-0.248,0.008,2018,4,24,22,50,5.203
1023,-0.3716,0.2943,0.38,-0.7942,89.2,137.3,187.4,-0.256,-0.217,0.001,2018,4,24,22,50,5.208
1023,-0.3607,0.3192,0.3487,-0.8039,97.2,141.2,168,-0.261,-0.277,0.029,2018,4,24,22,50,5.244
1023,-0.352,0.342,0.3176,-0.8112,93,133.6,147.6,-0.32,-0.376,0.095,2018,4,24,22,50,5.267
0,-0.3459,0.3615,0.287,-0.8168,112.3,124.3,122,-0.342,-0.44,0.217,2018,4,24,22,50,5.271
0,-0.3433,0.3768,0.2561,-0.8212,117.9,108.6,96,-0.309,-0.308,0.279,2018,4,24,22,50,5.285
0,-0.3423,0.3885,0.2283,-0.8244,98.2,92.3,76,-0.248,-0.182,0.261,2018,4,24,22,50,5.303
0,-0.3409,0.3985,0.2073,-0.8257,51,75.7,60.2,-0.258,-0.04,0.318,2018,4,24,22,50,5.327
0,-0.336,0.4094,0.199,-0.8244,-39.2,53.5,44.3,-0.225,0.061,0.409,2018,4,24,22,50,5.363
0,-0.3273,0.4207,0.204,-0.8211,-83.7,30.9,29.3,-0.158,-0.178,0.461,2018,4,24,22,50,5.386
0,-0.3185,0.4291,0.2129,-0.8179,-81.8,11.4,19,-0.109,-0.106,0.521,2018,4,24,22,50,5.391
0,-0.3109,0.434,0.2222,-0.8157,-61.7,-5.2,9.9,-0.131,-0.26,0.549,2018,4,24,22,50,5.425
0,-0.3064,0.435,0.2287,-0.8151,-29.6,-15.4,0.2,-0.083,-0.25,0.443,2018,4,24,22,50,5.425
0,-0.3057,0.4327,0.2313,-0.8159,10.7,-19.2,-8.7,-0.031,-0.24,0.297,2018,4,24,22,50,5.448
0,-0.3089,0.4279,0.229,-0.8179,44.4,-19.2,-14.4,-0.02,-0.169,0.225,2018,4,24,22,50,5.466
0,-0.3152,0.4203,0.2233,-0.8209,65.7,-20.5,-20.2,-0.049,-0.135,0.234,2018,4,24,22,50,5.489
0,-0.3231,0.4113,0.2158,-0.8244,74.9,-26,-26.9,-0.094,-0.106,0.233,2018,4,24,22,50,5.505
0,-0.3316,0.4012,0.2087,-0.8279,65.5,-34,-33.4,-0.096,-0.021,0.184,2018,4,24,22,50,5.544
0,-0.3391,0.391,0.2052,-0.8306,42.6,-40.6,-39.4,-0.085,-0.049,0.106,2018,4,24,22,50,5.544
0,-0.3461,0.3809,0.2051,-0.8324,35.1,-47.4,-45,-0.096,-0.117,0.099,2018,4,24,22,50,5.566
0,-0.3539,0.3697,0.2065,-0.8338,37.8,-53.8,-54.7,-0.103,-0.184,0.137,2018,4,24,22,50,5.603
0,-0.363,0.3567,0.2085,-0.8351,36.5,-62.8,-64.2,-0.124,-0.152,0.155,2018,4,24,22,50,5.624
0,-0.381,0.3293,0.2209,-0.8351,-9.8,-73.6,-82.3,-0.087,-0.07,0.071,2018,4,24,22,50,5.626
0,-0.3896,0.3166,0.2337,-0.8326,-23.4,-75.7,-92.8,-0.095,-0.195,0.089,2018,4,24,22,50,5.664
0,-0.3996,0.3033,0.2484,-0.8285,-20.3,-80.4,-108.4,-0.152,-0.272,0.126,2018,4,24,22,50,5.686
0,-0.4111,0.2881,0.2632,-0.8237,-24.9,-86.4,-119.6,-0.104,-0.086,0.119,2018,4,24,22,50,5.691
0,-0.4228,0.2729,0.2807,-0.8172,-47.5,-84.7,-127.5,-0.06,-0.089,0.028,2018,4,24,22,50,5.708
0,-0.4348,0.2588,0.3006,-0.8083,-47,-81.8,-137,-0.066,-0.246,0.047,2018,4,24,22,50,5.725
0,-0.4487,0.2425,0.3184,-0.7989,-18.9,-85.7,-148.4,-0.142,-0.336,0.141,2018,4,24,22,50,5.746
0,-0.4644,0.2225,0.3323,-0.7901,-3.9,-92.4,-157.1,-0.088,-0.094,0.16,2018,4,24,22,50,5.765
0,-0.4802,0.2019,0.3476,-0.7795,-31,-92.3,-164.5,-0.066,-0.058,0.063,2018,4,24,22,50,5.789
1023,-0.4965,0.1829,0.3657,-0.7656,-31.8,-82.6,-178.7,-0.107,-0.378,-0.005,2018,4,24,22,50,5.826
1023,-0.5158,0.1615,0.3801,-0.7505,4.9,-75.7,-195.2,-0.121,-0.38,0.027,2018,4,24,22,50,5.849
1023,-0.5371,0.1369,0.3906,-0.7349,12.2,-76.5,-204.7,-0.121,-0.087,0.006,2018,4,24,22,50,5.854
1023,-0.5584,0.1127,0.402,-0.7167,-5.7,-72.8,-211.9,-0.136,-0.105,-0.134,2018,4,24,22,50,5.869
1023,-0.5802,0.0896,0.4132,-0.696,-3.2,-62.5,-220.6,-0.176,-0.177,-0.198,2018,4,24,22,50,5.892
1023,-0.603,0.0657,0.4215,-0.6739,13.1,-53.5,-227.8,-0.249,-0.018,-0.174,2018,4,24,22,50,5.912
1023,-0.6255,0.0415,0.428,-0.6509,3,-54.1,-224.1,-0.285,0.348,-0.158,2018,4,24,22,50,5.929
1023,-0.6457,0.0209,0.4371,-0.6256,-33.1,-53.5,-213.4,-0.339,0.423,-0.237,2018,4,24,22,50,5.952
1023,-0.6636,0.0046,0.4481,-0.5989,-49.2,-48.3,-196.1,-0.312,0.459,-0.268,2018,4,24,22,50,5.971
0,-0.6792,-0.0093,0.4575,-0.5737,-32.1,-38.2,-173.4,-0.349,0.455,-0.232,2018,4,24,22,50,5.994
0,-0.6918,-0.024,0.4625,-0.5539,7.1,-33.5,-143.8,-0.37,0.481,-0.217,2018,4,24,22,50,6.009
0,-0.7011,-0.0404,0.4631,-0.5406,40.4,-29.3,-110.1,-0.371,0.5,-0.271,2018,4,24,22,50,6.047
