year	month	day	hour	minute	second	w	x	y	z	droll	dpitch	dyaw	ax	ay	az	heart
2018	5	11	13	17	4.295	-0.832	0.4901	0.1695	-0.1965	0.9	0.4	0.8	0.022	0.013	0.008	0
2018	5	11	13	17	4.299	-0.8322	0.4897	0.1697	-0.1966	0.6	0.2	0.9	0.022	0.018	0.012	0
2018	5	11	13	17	4.313	-0.8323	0.4895	0.1698	-0.1966	-0.2	0	1	0.018	0.02	0.014	0
2018	5	11	13	17	4.353	-0.8324	0.4894	0.1699	-0.1965	-1.2	0	1.1	0.015	0.017	0.009	0
2018	5	11	13	17	4.374	-0.8323	0.4895	0.1698	-0.1965	-1.4	-0.1	1.1	0.012	0.012	-0.002	0
2018	5	11	13	17	4.378	-0.8322	0.4897	0.1698	-0.1965	-0.7	0	0.9	0.02	0.005	-0.002	0
2018	5	11	13	17	4.396	-0.8322	0.4897	0.1698	-0.1965	-0.2	0.3	0.8	0.018	0.013	0.002	0
2018	5	11	13	17	4.417	-0.8322	0.4897	0.1697	-0.1966	-0.6	0.2	0.9	0.016	0.016	0.004	0
2018	5	11	13	17	4.453	-0.8322	0.4896	0.17	-0.1965	-0.6	0.3	1	0.014	0.012	0.007	0
2018	5	11	13	17	4.473	-0.8322	0.4896	0.17	-0.1966	-0.5	0.2	0.9	0.016	0.016	0.006	0
2018	5	11	13	17	4.477	-0.8322	0.4895	0.17	-0.1967	-0.7	0.2	1	0.016	0.016	0.01	0
2018	5	11	13	17	4.493	-0.8322	0.4896	0.1699	-0.1967	-0.9	0.1	1	0.014	0.012	0.005	0
2018	5	11	13	17	4.529	-0.8321	0.4898	0.1697	-0.1968	-0.7	0.2	1.1	0.014	0.01	0	0
2018	5	11	13	17	4.548	-0.8321	0.4898	0.1699	-0.1968	-0.4	0.4	0.9	0.019	0.009	0	0
2018	5	11	13	17	4.553	-0.832	0.4898	0.1699	-0.1969	0	0.6	0.7	0.018	0.013	0.006	0
2018	5	11	13	17	4.593	-0.832	0.4898	0.1698	-0.1971	-0.1	0.4	0.9	0.02	0.016	0.012	0
2018	5	11	13	17	4.614	-0.8321	0.4897	0.1698	-0.1972	-0.7	0.1	0.8	0.018	0.015	0.011	0
2018	5	11	13	17	4.619	-0.8321	0.4896	0.1699	-0.1972	-1.3	0	1	0.017	0.02	0.006	0
2018	5	11	13	17	4.638	-0.832	0.4897	0.1699	-0.1972	-1.6	0	1.1	0.015	0.015	0.004	0
2018	5	11	13	17	4.657	-0.832	0.4898	0.17	-0.1971	-1.1	0	1.1	0.016	0.01	0.008	0
2018	5	11	13	17	4.697	-0.8318	0.49	0.1699	-0.1971	-0.6	0.1	1.1	0.018	0.01	0.005	0
2018	5	11	13	17	4.717	-0.8319	0.49	0.17	-0.1971	-0.3	0	0.8	0.015	0.005	0.004	0
2018	5	11	13	17	4.721	-0.832	0.4898	0.1702	-0.1971	-0.2	0.1	0.9	0.016	0.012	0.002	0
2018	5	11	13	17	4.735	-0.832	0.4896	0.1702	-0.1971	-0.4	0.1	1	0.016	0.014	0.006	0
2018	5	11	13	17	4.773	-0.8321	0.4895	0.1703	-0.1972	-0.4	0.1	1	0.017	0.013	0.01	0
2018	5	11	13	17	4.794	-0.8321	0.4895	0.1703	-0.1972	-0.4	0.1	1	0.014	0.015	0.003	0
2018	5	11	13	17	4.798	-0.832	0.4896	0.1702	-0.1972	-0.1	0.1	0.8	0.016	0.012	0.003	0
2018	5	11	13	17	4.818	-0.832	0.4896	0.1703	-0.1973	-0.2	0.2	1	0.019	0.016	0.003	0
2018	5	11	13	17	4.857	-0.832	0.4895	0.1703	-0.1973	-0.4	0.3	0.9	0.018	0.014	0.005	0
2018	5	11	13	17	4.877	-0.832	0.4895	0.1702	-0.1974	-0.3	0.3	1	0.015	0.011	0.004	0
2018	5	11	13	17	4.881	-0.832	0.4894	0.1704	-0.1974	-0.6	0.3	0.8	0.017	0.015	0.004	0
2018	5	11	13	17	4.9	-0.832	0.4894	0.1704	-0.1975	-0.5	0.3	0.8	0.02	0.013	0.008	0
2018	5	11	13	17	4.937	-0.8321	0.4893	0.1705	-0.1975	-0.7	0	0.8	0.018	0.012	0.004	1023
2018	5	11	13	17	4.942	-0.832	0.4894	0.1705	-0.1976	-0.8	0.1	0.9	0.019	0.013	0.005	1023
2018	5	11	13	17	4.959	-0.8319	0.4896	0.1703	-0.1977	-0.8	0.1	1.1	0.017	0.01	0.003	1023
2018	5	11	13	17	4.976	-0.8318	0.4897	0.1703	-0.1977	-0.4	0.3	0.8	0.015	0.012	0.006	1023
2018	5	11	13	17	5.014	-0.8318	0.4896	0.1703	-0.1978	-0.6	0.2	0.9	0.015	0.014	0.007	1023
2018	5	11	13	17	5.033	-0.8318	0.4896	0.1703	-0.1978	-0.5	0.4	1	0.015	0.012	0.003	1023
2018	5	11	13	17	5.037	-0.8318	0.4896	0.1703	-0.1979	-0.4	0	0.9	0.015	0.014	0.006	1023
2018	5	11	13	17	5.076	-0.8319	0.4895	0.1705	-0.1978	-0.4	0.1	0.8	0.017	0.016	0.001	1023
2018	5	11	13	17	5.096	-0.8319	0.4894	0.1707	-0.1978	-0.5	0.2	1	0.013	0.01	0.003	1023
2018	5	11	13	17	5.1	-0.8319	0.4893	0.1707	-0.1979	-0.2	0.2	1	0.015	0.01	0.002	1023
2018	5	11	13	17	5.138	-0.8319	0.4894	0.1706	-0.198	-0.1	0.2	1	0.017	0.012	0.001	1023
2018	5	11	13	17	5.159	-0.8319	0.4894	0.1705	-0.1981	-0.2	0.3	1	0.019	0.011	0.004	1023
2018	5	11	13	17	5.163	-0.8319	0.4893	0.1706	-0.1981	-0.2	0.2	0.9	0.017	0.016	0.003	0
2018	5	11	13	17	5.183	-0.832	0.4891	0.1706	-0.1982	-0.4	0.3	0.9	0.019	0.014	0.005	0
2018	5	11	13	17	5.203	-0.832	0.489	0.1708	-0.1981	-0.6	0.3	1	0.018	0.015	0.004	0
2018	5	11	13	17	5.224	-0.8321	0.4889	0.1709	-0.1982	-0.6	0.1	1.2	0.014	0.014	0.007	0
2018	5	11	13	17	5.24	-0.832	0.489	0.1708	-0.1983	-0.7	0.2	0.9	0.016	0.014	0	0
2018	5	11	13	17	5.278	-0.8319	0.4891	0.1707	-0.1984	-0.6	0.1	1	0.015	0.014	-0.001	0
2018	5	11	13	17	5.298	-0.8319	0.4891	0.1708	-0.1984	-0.6	0.1	1	0.017	0.012	0	0
2018	5	11	13	17	5.302	-0.8318	0.4892	0.1706	-0.1985	-0.5	0	0.9	0.015	0.01	0.011	0
2018	5	11	13	17	5.32	-0.8319	0.4891	0.1708	-0.1985	0	0.4	1	0.018	0.007	-0.001	0
2018	5	11	13	17	5.343	-0.8319	0.4891	0.1707	-0.1986	0.5	0.6	0.9	0.016	0.007	0	0
2018	5	11	13	17	5.381	-0.8319	0.489	0.1705	-0.1989	0.3	0.6	0.6	0.023	0.022	0.006	0
2018	5	11	13	17	5.401	-0.8319	0.489	0.1704	-0.1991	-1.2	0.1	0.8	0.016	0.028	0.017	0
2018	5	11	13	17	5.405	-0.8318	0.4891	0.1704	-0.199	-2.2	-0.2	1.3	0.009	0.017	0.007	0
2018	5	11	13	17	5.423	-0.8317	0.4893	0.1707	-0.1988	-1.9	-0.1	1.1	0.01	0.002	-0.004	0
2018	5	11	13	17	5.459	-0.8315	0.4896	0.1706	-0.1989	0	0.4	0.7	0.014	0.002	-0.008	0
2018	5	11	13	17	5.479	-0.8315	0.4897	0.1705	-0.1991	1.2	0.7	0.7	0.019	0.011	0.003	0
2018	5	11	13	17	5.483	-0.8316	0.4893	0.1705	-0.1993	1.1	0.5	0.8	0.025	0.016	0.009	0
2018	5	11	13	17	5.501	-0.8318	0.489	0.1705	-0.1994	0.1	0.1	1	0.017	0.021	0.012	0
2018	5	11	13	17	5.52	-0.8319	0.4888	0.1706	-0.1993	-0.6	0	1	0.017	0.021	0.012	0
2018	5	11	13	17	5.56	-0.8319	0.4889	0.1705	-0.1993	-1.2	-0.2	1.1	0.015	0.014	0.005	0
2018	5	11	13	17	5.579	-0.8318	0.489	0.1705	-0.1993	-1.1	0	1.1	0.018	0.008	-0.001	0
2018	5	11	13	17	5.583	-0.8317	0.4891	0.1706	-0.1993	-0.3	0.2	0.9	0.016	0.011	0.002	0
2018	5	11	13	17	5.605	-0.8317	0.4891	0.1707	-0.1993	0	0.4	0.8	0.017	0.014	0.003	0
2018	5	11	13	17	5.625	-0.8318	0.489	0.1707	-0.1994	0	0.4	1	0.014	0.01	0.004	0
2018	5	11	13	17	5.643	-0.8318	0.4889	0.1708	-0.1994	0	0.4	1	0.016	0.013	0.002	0
2018	5	11	13	17	5.661	-0.8318	0.4889	0.1706	-0.1996	-0.2	0.3	1	0.017	0.013	0.011	0
2018	5	11	13	17	5.7	-0.8318	0.4888	0.1707	-0.1996	-0.4	0.3	1	0.013	0.014	0.012	0
2018	5	11	13	17	5.719	-0.8318	0.4889	0.1706	-0.1997	-0.4	0.2	1.1	0.012	0.007	0.006	0
2018	5	11	13	17	5.723	-0.8317	0.4889	0.1706	-0.1997	-0.2	0.3	0.8	0.016	0.012	0	0
2018	5	11	13	17	5.742	-0.8317	0.4889	0.1707	-0.1998	0.2	0.7	0.7	0.021	0.01	0.001	0
2018	5	11	13	17	5.763	-0.8319	0.4886	0.1708	-0.1999	0.3	0.6	0.7	0.021	0.017	0.005	0
2018	5	11	13	17	5.802	-0.8319	0.4884	0.1708	-0.2	-0.1	0.4	0.9	0.019	0.017	0.01	0
2018	5	11	13	17	5.824	-0.832	0.4882	0.171	-0.2	-0.6	0.3	1	0.019	0.019	0.01	0
2018	5	11	13	17	5.828	-0.8319	0.4883	0.171	-0.2	-1.3	0	0.8	0.021	0.016	0	0
2018	5	11	13	17	5.846	-0.8319	0.4883	0.1712	-0.2	-1.2	0.1	1	0.017	0.011	0.003	0
2018	5	11	13	17	5.863	-0.8319	0.4884	0.1713	-0.2	-0.6	0.1	1.1	0.015	0.008	-0.001	0
2018	5	11	13	17	5.883	-0.8318	0.4885	0.1711	-0.2001	-0.2	0	1	0.014	0.011	0.002	0
2018	5	11	13	17	5.919	-0.8318	0.4885	0.1711	-0.2002	0	0.3	0.9	0.016	0.012	0.003	0
2018	5	11	13	17	5.94	-0.8318	0.4885	0.1709	-0.2003	0	0.1	0.7	0.019	0.017	0.006	1023
2018	5	11	13	17	5.944	-0.8317	0.4886	0.1707	-0.2004	0	0.3	0.9	0.016	0.016	0.004	1023
2018	5	11	13	17	5.964	-0.8317	0.4887	0.1706	-0.2005	-0.4	0.1	1.1	0.017	0.014	0.006	1023
2018	5	11	13	17	5.983	-0.8317	0.4886	0.1707	-0.2005	-0.2	0	1	0.014	0.013	0.005	1023
2018	5	11	13	17	6.021	-0.8318	0.4884	0.1708	-0.2005	0	0.2	0.9	0.018	0.014	0.008	1023
2018	5	11	13	17	6.042	-0.8318	0.4885	0.1707	-0.2006	-0.1	0.3	0.9	0.014	0.013	0.001	1023
2018	5	11	13	17	6.046	-0.8318	0.4884	0.1707	-0.2007	-0.1	0.3	0.8	0.017	0.012	0.002	1023
2018	5	11	13	17	6.065	-0.8318	0.4883	0.1708	-0.2007	-0.5	0.2	0.9	0.017	0.013	0.008	1023
2018	5	11	13	17	6.086	-0.8318	0.4884	0.1706	-0.2008	-0.6	0.3	1.1	0.016	0.01	0.005	1023
2018	5	11	13	17	6.125	-0.8317	0.4885	0.1706	-0.2009	-0.6	0.3	0.8	0.017	0.01	0.01	1023
2018	5	11	13	17	6.145	-0.8316	0.4886	0.1705	-0.201	-0.5	0.3	1	0.018	0.013	0.007	1023
2018	5	11	13	17	6.15	-0.8316	0.4886	0.1705	-0.201	-0.6	0.3	1	0.015	0.014	0.001	1023
2018	5	11	13	17	6.167	-0.8316	0.4886	0.1705	-0.2011	-0.5	0.3	1	0.019	0.015	0.007	1023
2018	5	11	13	17	6.205	-0.8316	0.4886	0.1706	-0.2011	-0.6	0.1	1	0.017	0.013	0.005	0
2018	5	11	13	17	6.223	-0.8316	0.4887	0.1705	-0.2011	-0.6	0	1	0.016	0.015	0	0
2018	5	11	13	17	6.225	-0.8316	0.4886	0.1707	-0.2011	-0.7	0.3	0.9	0.018	0.012	0	0
2018	5	11	13	17	6.263	-0.8316	0.4885	0.1708	-0.2011	-0.7	0.4	0.9	0.013	0.014	0.004	0
2018	5	11	13	17	6.282	-0.8316	0.4884	0.1709	-0.2011	-0.7	0.3	0.9	0.016	0.011	0	0
2018	5	11	13	17	6.285	-0.8316	0.4884	0.1709	-0.2012	-0.4	0.4	0.8	0.019	0.011	0.012	0
2018	5	11	13	17	6.323	-0.8316	0.4884	0.1709	-0.2013	-0.4	0.3	1	0.015	0.012	0.003	0
2018	5	11	13	17	6.344	-0.8317	0.4881	0.1711	-0.2012	-0.1	0.3	1	0.017	0.015	0.002	0
2018	5	11	13	17	6.347	-0.8318	0.488	0.1714	-0.2012	-0.3	0.3	1	0.016	0.016	0.003	0
2018	5	11	13	17	6.367	-0.8318	0.4879	0.1715	-0.2011	-0.4	0.2	1	0.018	0.017	0.004	0
2018	5	11	13	17	6.404	-0.8318	0.4878	0.1716	-0.2011	-0.3	0.1	1	0.015	0.012	0.005	0
2018	5	11	13	17	6.423	-0.8319	0.4877	0.1717	-0.2011	0	0.4	0.9	0.019	0.009	0.001	0
2018	5	11	13	17	6.426	-0.8319	0.4876	0.1717	-0.2012	0.3	0.4	0.9	0.018	0.009	0.005	0
2018	5	11	13	17	6.463	-0.832	0.4874	0.1717	-0.2014	0	0.3	0.8	0.021	0.02	0.016	0
2018	5	11	13	17	6.485	-0.832	0.4874	0.1717	-0.2015	-1.3	-0.2	0.9	0.014	0.027	0.01	0
2018	5	11	13	17	6.489	-0.832	0.4874	0.1719	-0.2013	-2	-0.2	1.1	0.009	0.016	0.003	0
2018	5	11	13	17	6.509	-0.8318	0.4877	0.172	-0.2012	-1.2	0	1	0.012	0.002	-0.006	0
2018	5	11	13	17	6.53	-0.8317	0.4878	0.1722	-0.2012	-0.1	0.4	0.8	0.023	0.005	-0.005	0
2018	5	11	13	17	6.55	-0.8318	0.4876	0.1723	-0.2013	0.3	0.4	0.8	0.025	0.008	0.004	0
2018	5	11	13	17	6.571	-0.8319	0.4874	0.1723	-0.2014	0.1	0.3	0.9	0.022	0.02	0.012	0
2018	5	11	13	17	6.588	-0.8319	0.4873	0.1722	-0.2015	-0.5	0	0.8	0.018	0.018	0.011	0
2018	5	11	13	17	6.607	-0.8319	0.4873	0.1722	-0.2015	-1	0	1.1	0.018	0.017	0.005	0
2018	5	11	13	17	6.627	-0.8319	0.4874	0.1722	-0.2015	-1.2	0	1.1	0.017	0.011	0.001	0
2018	5	11	13	17	6.666	-0.8318	0.4875	0.1723	-0.2015	-0.8	0.1	1.1	0.015	0.008	0	0
2018	5	11	13	17	6.688	-0.8318	0.4874	0.1725	-0.2014	-0.2	0.1	0.9	0.012	0.01	0.003	0
2018	5	11	13	17	6.692	-0.8318	0.4874	0.1724	-0.2015	-0.4	0.1	0.9	0.016	0.013	0	0
2018	5	11	13	17	6.71	-0.8318	0.4874	0.1725	-0.2015	-0.2	0.3	0.9	0.015	0.013	0.007	0
2018	5	11	13	17	6.748	-0.8319	0.4872	0.1727	-0.2015	-0.7	0.3	1	0.015	0.013	0.008	0
2018	5	11	13	17	6.768	-0.8318	0.4873	0.1726	-0.2016	-0.5	0.2	0.8	0.013	0.016	0.003	0
2018	5	11	13	17	6.773	-0.8318	0.4874	0.1726	-0.2017	-0.4	0.1	1	0.018	0.014	0.006	0
2018	5	11	13	17	6.792	-0.8318	0.4873	0.1726	-0.2017	-0.2	0.4	0.8	0.018	0.013	0.002	0
2018	5	11	13	17	6.809	-0.8318	0.4872	0.1728	-0.2017	-0.1	0.6	0.9	0.018	0.015	0.004	0
2018	5	11	13	17	6.847	-0.8319	0.487	0.1728	-0.2018	-0.6	0.3	0.8	0.018	0.013	0.005	0
2018	5	11	13	17	6.852	-0.8319	0.487	0.1727	-0.202	-0.9	0.2	1	0.013	0.013	0.007	0
2018	5	11	13	17	6.869	-0.8319	0.487	0.1729	-0.2019	-1.1	0.2	0.9	0.017	0.013	0.003	0
2018	5	11	13	17	6.906	-0.8318	0.4871	0.1729	-0.202	-1	0.3	0.9	0.019	0.015	0.007	0
2018	5	11	13	17	6.927	-0.8317	0.4873	0.1727	-0.2021	-0.9	0.1	1	0.02	0.012	0.005	0
2018	5	11	13	17	6.932	-0.8316	0.4874	0.1727	-0.2022	-0.6	0	0.9	0.019	0.014	0.004	0
2018	5	11	13	17	6.952	-0.8316	0.4875	0.1726	-0.2022	-0.9	0	1	0.017	0.015	0.004	0
2018	5	11	13	17	6.973	-0.8316	0.4875	0.1727	-0.2022	-0.7	-0.1	1	0.017	0.015	0	0
2018	5	11	13	17	6.994	-0.8315	0.4875	0.1728	-0.2022	-0.9	0	1	0.014	0.013	0.002	0
2018	5	11	13	17	7.014	-0.8316	0.4874	0.173	-0.2021	-0.5	0.1	1	0.016	0.012	0.005	0
2018	5	11	13	17	7.031	-0.8316	0.4873	0.1731	-0.2021	-0.4	0.1	1	0.016	0.013	0.003	1023
2018	5	11	13	17	7.049	-0.8317	0.4872	0.1732	-0.2021	-0.5	0	1.1	0.018	0.014	0.005	1023
2018	5	11	13	17	7.071	-0.8316	0.4872	0.1731	-0.2021	-0.7	0.1	1	0.015	0.013	0.004	1023
2018	5	11	13	17	7.091	-0.8316	0.4872	0.1732	-0.2021	-0.6	0	0.9	0.016	0.013	0.006	1023
2018	5	11	13	17	7.128	-0.8316	0.4873	0.1731	-0.2022	-0.9	0.1	1	0.018	0.015	0.002	1023
2018	5	11	13	17	7.147	-0.8316	0.4873	0.1732	-0.2021	-1	0	1.1	0.018	0.012	0.007	1023
2018	5	11	13	17	7.151	-0.8315	0.4873	0.1733	-0.2021	-0.9	0	1	0.018	0.014	0.006	1023
2018	5	11	13	17	7.19	-0.8315	0.4873	0.1734	-0.2021	-1	0	0.9	0.018	0.013	0.004	1023
2018	5	11	13	17	7.211	-0.8315	0.4874	0.1733	-0.2022	-0.9	0.1	0.9	0.015	0.014	0.008	1023
2018	5	11	13	17	7.215	-0.8313	0.4877	0.1731	-0.2023	-1.1	-0.1	1	0.018	0.01	0.004	1023
2018	5	11	13	17	7.235	-0.8312	0.4879	0.1729	-0.2024	-1.2	0	1.1	0.023	0.011	0.006	1023
2018	5	11	13	17	7.255	-0.8312	0.488	0.1729	-0.2024	-1	0.1	1	0.017	0.014	0.007	1023
2018	5	11	13	17	7.276	-0.8312	0.4879	0.1731	-0.2023	-1.1	0.1	0.9	0.016	0.02	0	1023
